time_ms,rawAccelX_g,rawAccelY_g,rawAccelZ_g,rawGyroX_dps,rawGyroY_dps,rawGyroZ_dps,filteredAccelX_g,filteredAccelY_g,filteredAccelZ_g,filteredGyroX_dps,filteredGyroY_dps,filteredGyroZ_dps
20612,0.153906,0.826543,-0.214526,75.593964,-40.464275,-5.622825,-0.114786,0.097510,-0.120161,38.011879,-11.698351,6.087368
20712,0.136328,0.741582,-0.336597,-19.780075,-14.716184,2.193969,-0.064563,0.226324,-0.163448,32.232681,-12.000134,5.698028
20812,0.118506,0.719609,-0.311694,-4.612137,-6.899389,1.262672,-0.027949,0.324981,-0.193097,28.548199,-11.490060,5.254492
20912,0.121680,0.983281,0.202954,-77.314430,42.604427,-1.714427,0.001977,0.456641,-0.113887,17.961933,-6.080610,4.557600
21012,-0.086328,-0.303340,-0.531909,-246.047240,54.474659,-8.355649,-0.015684,0.304645,-0.197491,-8.438992,-0.025082,3.266275
21112,-0.303369,-0.266719,-0.385669,-37.047253,27.092978,-12.088473,-0.073221,0.190372,-0.235127,-11.299818,2.686725,1.730800
21212,-0.146875,-0.564326,-0.270923,27.845879,-34.761982,-29.973970,-0.087952,0.039433,-0.242286,-7.385247,-1.058146,-1.439678
21312,-0.173975,-0.486689,-0.214770,35.975651,-14.410840,-5.447252,-0.105157,-0.065792,-0.236783,-3.049156,-2.393416,-1.840435
21412,-0.118066,-0.432490,-0.161792,66.342056,-54.227631,1.682519,-0.107739,-0.139131,-0.221785,3.889966,-7.576838,-1.488140
21512,-0.088770,-0.128291,-0.358081,254.219910,-97.006264,32.499313,-0.103945,-0.136963,-0.249044,28.922966,-16.519783,1.910606
21612,0.097510,0.865605,-0.020923,81.708473,-40.013893,19.888626,-0.063654,0.063550,-0.203420,34.201515,-18.869194,3.708409
21712,0.147314,0.579473,-0.236255,-15.184656,14.787633,-24.103741,-0.021460,0.166735,-0.209987,29.262897,-15.503511,0.927193
21812,0.068701,0.580938,-0.185474,5.983283,-15.487176,6.033664,-0.003428,0.249575,-0.205084,26.934935,-15.501879,1.437840
21912,0.153174,0.702520,-0.080249,-13.260992,7.917404,0.812290,0.027892,0.340164,-0.180117,22.915340,-13.159950,1.375285
22012,0.303076,0.467656,0.068677,-246.047240,139.894500,-48.928165,0.082929,0.365663,-0.130358,-3.980925,2.145498,-3.655061
22112,-0.181543,-0.049189,-0.313892,-60.283894,83.528091,-3.096107,0.030035,0.282692,-0.167065,-9.611223,10.283759,-3.599165
22212,-0.072412,-0.296504,-0.021411,59.044353,-25.723818,-6.180077,0.009545,0.166853,-0.137934,-2.745664,6.683000,-3.857256
22312,-0.225732,-0.211299,-0.100513,11.662672,17.314350,10.422977,-0.037510,0.091223,-0.130450,-1.304830,7.746135,-2.429233
22412,-0.160303,-0.163936,-0.041919,6.754275,2.367786,1.293206,-0.062069,0.040191,-0.112744,-0.498919,7.208300,-2.056989
22512,-0.159326,-0.170527,-0.051440,1.151221,-5.326870,0.690153,-0.081520,-0.001953,-0.100483,-0.333905,5.954783,-1.782274
22612,-0.150781,-0.156367,0.000317,6.334427,-9.365039,-2.691527,-0.095372,-0.032836,-0.080323,0.332928,4.422800,-1.873200
22712,-0.127100,-0.147334,-0.044849,5.471832,-11.365039,0.728321,-0.101718,-0.055735,-0.073228,0.846819,2.844016,-1.613048
22812,-0.127100,-0.155879,-0.064380,0.990916,-4.334504,0.880992,-0.106794,-0.075764,-0.071458,0.861228,2.126164,-1.363644
22912,-0.113184,-0.128291,-0.019458,10.342061,-7.052061,5.071832,-0.108072,-0.086269,-0.061058,1.809312,1.208341,-0.720096
23012,-0.083154,-0.120234,-0.048022,1.189389,4.131145,0.026031,-0.103089,-0.093062,-0.058451,1.747320,1.500622,-0.645483
23112,-0.134180,-0.119990,-0.052417,11.510000,-16.036795,3.209237,-0.109307,-0.098448,-0.057244,2.723588,-0.253121,-0.260011
23212,-0.095361,-0.126338,-0.028979,-11.696106,-12.456642,-1.851832,-0.106518,-0.104026,-0.051591,1.281618,-1.473473,-0.419193
23312,-0.698633,-0.285029,-0.016772,-5.543435,13.054809,-32.607555,-0.224941,-0.140227,-0.044628,0.599113,-0.020644,-3.638030
23412,-0.281885,0.021367,-0.355884,56.700840,-50.685646,-29.767862,-0.236329,-0.107908,-0.106879,6.209287,-5.087146,-6.251014
23512,0.374121,-0.061885,0.068921,3.135954,-30.662748,-20.225878,-0.114239,-0.098703,-0.071719,5.901953,-7.644707,-7.648500
23612,0.129248,-0.057979,-0.012378,10.250459,-46.952824,-9.622824,-0.065542,-0.090558,-0.059851,6.336803,-11.575520,-7.845933
23712,-0.101221,-0.113887,-0.013843,4.700840,-11.166565,2.949695,-0.072678,-0.095224,-0.050649,6.173207,-11.534624,-6.766370
23812,1.014258,-0.126094,0.457837,-23.245726,-48.334503,54.445881,0.144709,-0.101398,0.051048,3.231313,-15.214613,-0.645143
23912,-0.600977,-0.075801,-0.323901,-58.253357,23.405954,-45.332748,-0.004428,-0.096279,-0.023942,-2.917155,-11.352555,-5.113905
24012,-0.592432,-0.160029,-0.070728,-0.444198,36.718933,21.033663,-0.122029,-0.109029,-0.033299,-2.669859,-6.545405,-2.499147
24112,0.089697,-0.202998,0.049634,36.357330,-49.914654,2.331374,-0.079683,-0.127823,-0.016712,1.232861,-10.882332,-2.016095
24212,-0.006982,-0.150020,-0.016040,-11.490000,12.421221,-12.012137,-0.065143,-0.132262,-0.016578,-0.039426,-8.551976,-3.015700
24312,-0.968164,-0.400264,-0.267749,8.181756,54.925041,-64.577019,-0.245747,-0.185862,-0.066812,0.782693,-2.204273,-9.171833
24412,0.259863,-0.070918,-0.144458,107.273350,-101.090230,70.323738,-0.144625,-0.162873,-0.082341,11.431761,-12.092872,-1.222274
24512,0.602148,0.097295,0.392651,1.655038,-21.586412,-19.218245,0.004729,-0.110840,0.012657,10.454088,-13.042226,-3.021871
24612,-0.105859,-0.054316,-0.159351,-2.360229,-5.800153,-4.180077,-0.017388,-0.099535,-0.021744,9.172656,-12.318018,-3.137692
24712,0.123389,-0.116572,-0.028735,12.006184,-16.655115,24.109999,0.010767,-0.102943,-0.023143,9.456009,-12.751728,-0.412922
24812,0.918799,0.123662,-0.204761,66.334427,1.726565,-5.767863,0.192373,-0.057622,-0.059466,15.143852,-11.303898,-0.948416
24912,-0.643457,-0.256221,0.193677,-69.024353,54.428856,2.010763,0.025207,-0.097341,-0.008838,6.727030,-4.730621,-0.652498
25012,-0.242334,-0.130000,-0.145679,-8.192289,16.963205,15.545115,-0.028301,-0.103873,-0.036206,5.235098,-2.561238,0.967263
25112,0.017920,-0.085322,0.052319,-1.886947,-7.769619,-3.538855,-0.019057,-0.100163,-0.018501,4.522893,-3.082076,0.516651
25212,-0.016992,-0.072627,-0.035083,-1.780076,-2.120763,-1.080840,-0.018644,-0.094656,-0.021817,3.892596,-2.985945,0.356902
25312,-0.068750,-0.057734,0.030591,-7.642672,7.299084,-4.813664,-0.028665,-0.087271,-0.011336,2.739069,-1.957442,-0.160155
25412,-0.114648,-0.118037,0.666821,-76.344963,-31.258169,6.751221,-0.045862,-0.093425,0.124296,-5.169336,-4.887515,0.530983
25512,0.025000,-0.221309,-0.418384,-24.291527,6.825801,7.132901,-0.031689,-0.119001,0.015760,-7.081555,-3.716183,1.191175
25612,0.088232,-0.278193,-0.364429,-27.474731,-7.998627,-0.157176,-0.007705,-0.150840,-0.060278,-9.120873,-4.144428,1.056340
25712,0.134375,-0.318232,-0.170093,9.212291,-32.433739,-10.767862,0.020711,-0.184318,-0.082241,-7.287557,-6.973360,-0.126080
25812,0.074805,-0.390010,-0.444995,35.189388,8.947938,6.331374,0.031530,-0.225457,-0.154792,-3.039861,-5.381229,0.519665
25912,-0.018701,-0.202998,-0.104907,81.372589,47.627331,42.255039,0.021484,-0.220965,-0.144815,5.401385,-0.080372,4.693203
26012,-0.084619,0.034063,0.613110,75.655037,-22.716185,19.094732,0.000263,-0.169959,0.006770,12.426752,-2.343954,6.133357
26112,-0.130029,-0.048701,-0.176196,3.929847,-1.555878,3.896260,-0.025795,-0.145708,-0.029823,11.577061,-2.265146,5.909647
26212,-0.022363,-0.093623,-0.006763,12.303894,-20.784885,0.827557,-0.025109,-0.135291,-0.025211,11.649744,-4.117121,5.401438
26312,-0.087305,-0.094111,-0.000415,9.219924,-9.548244,-2.096107,-0.037548,-0.127055,-0.020252,11.406762,-4.660233,4.651683
26412,-0.090967,-0.111934,-0.020923,2.280992,0.344885,0.071832,-0.048232,-0.124031,-0.020386,10.494184,-4.159721,4.193697
26512,-0.023828,-0.069209,-0.017993,3.433664,-4.907023,3.827557,-0.043351,-0.113066,-0.019907,9.788133,-4.234452,4.157084
26612,-0.049219,-0.061885,0.029858,3.280992,-8.968092,1.537481,-0.044525,-0.102830,-0.009954,9.137419,-4.707816,3.895123
26712,-0.001855,-0.048945,0.000806,0.197023,-1.319237,-0.706794,-0.035991,-0.092053,-0.007802,8.243379,-4.368958,3.434931
26812,-0.016992,-0.079219,-0.011401,-2.970916,-7.067328,-0.989237,-0.032191,-0.089486,-0.008522,7.121949,-4.638795,2.992514
26912,-0.028223,-0.279902,-0.014575,-8.635037,-10.784886,-3.004504,-0.031397,-0.127569,-0.009733,5.546250,-5.253404,2.392812
27012,-0.159082,-0.109248,0.004956,15.479466,-1.471908,10.010763,-0.056934,-0.123905,-0.006795,6.539572,-4.875255,3.154608
27112,-0.038721,0.074590,-0.027026,8.342061,8.329618,12.193970,-0.053292,-0.084206,-0.010841,6.719821,-3.554767,4.058544
27212,0.055029,0.020635,0.008618,-2.886947,2.474656,0.056565,-0.031627,-0.063238,-0.006949,5.759144,-2.951825,3.658346
27312,-0.079980,0.344365,0.076733,-0.108321,-5.097863,-8.126641,-0.041298,0.018283,0.009787,5.172398,-3.166429,2.479847
27412,-0.085352,0.110723,-0.011157,20.334429,45.375420,-27.500689,-0.050109,0.036771,0.005598,6.688601,1.687757,-0.518207
27512,0.024756,-0.571650,0.133862,-48.528168,-6.067328,-19.348017,-0.035136,-0.084914,0.031251,1.166923,0.912248,-2.401189
27612,0.070166,-0.170771,-0.278247,-10.192289,-1.357405,-9.989237,-0.014075,-0.102085,-0.030649,0.031001,0.685283,-3.159994
27712,-0.025049,-0.259395,-0.071460,3.677939,7.535725,-5.660993,-0.016270,-0.133547,-0.038811,0.395695,1.370327,-3.410094
27812,0.095801,-0.637568,0.063306,-15.451832,-27.975725,-10.279313,0.006144,-0.234351,-0.018388,-1.189058,-1.564278,-4.097016
27912,-0.191309,0.255254,-0.141040,61.349693,-20.922291,29.171068,-0.033346,-0.136430,-0.042918,5.064818,-3.500080,-0.770207
28012,-0.071924,0.207646,0.135083,-57.970917,-26.563513,4.102366,-0.041062,-0.067615,-0.007318,-1.238757,-5.806424,-0.282949
28112,0.063330,-0.051143,-0.076099,0.822977,-12.983359,5.224504,-0.020184,-0.064320,-0.021074,-1.032583,-6.524117,0.267796
28212,-0.055078,0.021123,0.030835,4.769542,-14.105496,-6.012137,-0.027162,-0.047232,-0.010692,-0.452371,-7.282256,-0.360197
28312,0.000586,0.390508,-0.179370,43.441299,24.978474,-20.767862,-0.021613,0.040316,-0.044428,3.936997,-4.056182,-2.400964
28412,0.121191,-0.473506,0.238843,-18.963282,15.283816,-10.660992,0.006948,-0.062448,0.012226,1.646969,-2.122182,-3.226967
28512,-0.029199,-0.351436,-0.189624,-32.276260,14.222748,-10.088473,-0.000281,-0.120246,-0.028144,-1.745355,-0.487689,-3.913118
28612,-0.044092,-0.248164,-0.151050,-7.627405,3.428855,-7.057939,-0.009043,-0.145829,-0.052725,-2.333560,-0.096034,-4.227600
28712,-0.022607,-0.203730,-0.062427,14.815344,-11.303970,4.522213,-0.011756,-0.157410,-0.054665,-0.618669,-1.216828,-3.352619
28812,0.008154,-0.137568,-0.058765,19.158855,-5.326870,3.148168,-0.007774,-0.153441,-0.055485,1.359084,-1.627832,-2.702540
28912,-0.032373,-0.228633,-0.037524,13.800076,-16.739084,12.499313,-0.012694,-0.168480,-0.051893,2.603183,-3.138958,-1.182354
29012,-0.036523,-0.043086,0.013745,18.586336,-7.945191,3.659618,-0.017460,-0.143401,-0.038765,4.201499,-3.619581,-0.698157
29112,-0.023584,0.113408,0.039136,21.609238,-2.731450,-3.202977,-0.018685,-0.092039,-0.023185,5.942273,-3.530768,-0.948639
29212,-0.120508,0.016729,0.153882,10.708474,42.436489,-10.958702,-0.039049,-0.070286,0.012228,6.418893,1.065959,-1.949645
29312,-0.015527,0.019658,-0.044849,15.250459,-76.632217,1.713053,-0.034345,-0.052297,0.000813,7.302050,-6.703861,-1.583375
29412,0.003516,0.094854,-0.010913,0.044351,-1.410840,-7.828931,-0.026773,-0.022867,-0.001532,6.576280,-6.174559,-2.207931
29512,-0.001367,0.053105,0.004224,-0.108321,0.039542,-0.752595,-0.021692,-0.007672,-0.000381,5.907820,-5.553148,-2.062397
29612,0.037939,0.102910,0.012524,3.571069,-1.609313,-25.149542,-0.009765,0.014444,0.002200,5.674145,-5.158764,-4.371112
29712,-0.005518,0.035771,0.007397,0.822977,-0.326870,-6.042672,-0.008916,0.018710,0.003239,5.189028,-4.675575,-4.538268
29812,0.006934,0.064824,-0.006519,0.021450,-0.151298,-0.042672,-0.005746,0.027933,0.001288,4.672270,-4.223147,-4.088708
29912,0.003516,0.064336,-0.007251,0.067252,-0.006260,-0.119008,-0.003894,0.035213,-0.000420,4.211769,-3.801458,-3.691738
30012,0.002051,0.063115,0.001782,-0.031985,0.176947,0.018397,-0.002705,0.040794,0.000021,3.787393,-3.403617,-3.320724
30112,0.005957,0.065557,0.003980,0.044351,0.108244,0.010763,-0.000972,0.045746,0.000812,3.413089,-3.052431,-2.987576
30212,-0.000635,0.062139,-0.001636,0.013817,-0.067328,-0.126641,-0.000905,0.049025,0.000323,3.073162,-2.753921,-2.701482
30312,0.003760,0.070195,-0.003101,0.006183,0.131145,-0.149542,0.000028,0.053259,-0.000362,2.766464,-2.465414,-2.446288
30412,-0.005029,0.067998,0.000317,-0.054886,0.024275,-0.057939,-0.000983,0.056207,-0.000226,2.484329,-2.216445,-2.207453
30512,0.000098,0.067754,0.008130,0.074885,0.108244,-0.187710,-0.000767,0.058516,0.001445,2.243384,-1.983976,-2.005479
30612,0.000098,0.064824,0.001538,0.059618,0.016641,-0.187710,-0.000594,0.059778,0.001464,2.025007,-1.783914,-1.823702
30712,0.000586,0.062871,-0.002856,-0.024351,-0.052061,-0.057939,-0.000358,0.060396,0.000600,1.820072,-1.610729,-1.647125
30812,0.007910,0.067021,0.000806,-0.009084,0.215114,0.003130,0.001295,0.061721,0.000641,1.637156,-1.428145,-1.482100
30912,-0.003564,0.071904,0.002515,0.006183,-0.021527,-0.172443,0.000323,0.063758,0.001016,1.474059,-1.287483,-1.351134
31012,0.000586,0.062871,0.009351,-0.024351,-0.006260,-0.050305,0.000376,0.063581,0.002683,1.324218,-1.159361,-1.221051
31112,0.004492,0.071416,-0.000903,-0.039618,-0.013893,0.171069,0.001199,0.065148,0.001965,1.187834,-1.044814,-1.081839
31212,0.006689,0.070439,-0.002856,0.013817,-0.120763,-0.164809,0.002297,0.066206,0.001001,1.070432,-0.952409,-0.990136
31312,0.001562,0.064824,0.003247,0.181756,0.092977,0.125267,0.002150,0.065930,0.001450,0.981565,-0.847870,-0.878596
31412,0.004736,0.066045,0.003491,0.120687,0.009008,-0.035038,0.002668,0.065953,0.001858,0.895477,-0.762182,-0.794240
31512,0.003516,0.064336,-0.008716,-0.031985,0.024275,-0.035038,0.002837,0.065629,-0.000256,0.802731,-0.683537,-0.718320
31612,0.002051,0.069463,0.004956,0.090153,-0.105496,-0.149542,0.002680,0.066396,0.000786,0.731473,-0.625733,-0.661442
31712,0.007910,0.064336,-0.001147,0.059618,-0.166565,0.026031,0.003726,0.065984,0.000399,0.664287,-0.579816,-0.592695
31812,0.006445,0.072881,-0.002612,-0.062519,0.100611,-0.050305,0.004270,0.067363,-0.000203,0.591607,-0.511773,-0.538456
31912,0.001074,0.066533,0.003735,-0.161756,-0.013893,0.026031,0.003631,0.067197,0.000585,0.516270,-0.461985,-0.482007
32012,-0.002344,0.075566,-0.002124,0.120687,0.001374,-0.035038,0.002436,0.068871,0.000043,0.476712,-0.415649,-0.437310
32112,0.000342,0.064580,0.003247,-0.047252,0.070076,-0.012137,0.002017,0.068013,0.000684,0.424316,-0.367077,-0.394793
32212,0.004248,0.064824,-0.006519,-0.085420,0.062443,0.140534,0.002463,0.067375,-0.000757,0.373342,-0.324125,-0.341260
32312,0.001807,0.063604,-0.003101,0.051985,0.024275,0.094733,0.002332,0.066621,-0.001225,0.341206,-0.289285,-0.297661
32412,0.004492,0.068975,-0.001392,-0.077786,-0.059695,0.064198,0.002764,0.067092,-0.001259,0.299307,-0.266326,-0.261475
32512,0.003516,0.065312,-0.004565,-0.207557,0.085343,0.041298,0.002914,0.066736,-0.001920,0.248621,-0.231159,-0.231198
32612,0.000098,0.060430,-0.004077,0.013817,-0.120763,-0.119008,0.002351,0.065475,-0.002351,0.225140,-0.220119,-0.219979
32712,0.005713,0.062383,0.006665,-0.031985,-0.074962,0.140534,0.003023,0.064856,-0.000548,0.199428,-0.205604,-0.183927
32812,0.000098,0.068975,0.008618,-0.123588,-0.151298,0.033664,0.002438,0.065680,0.001285,0.167126,-0.200173,-0.162168
32912,0.005225,0.068242,0.001538,-0.154122,0.001374,0.026031,0.002995,0.066192,0.001336,0.135001,-0.180018,-0.143348
33012,0.000586,0.060918,-0.004565,-0.070153,0.001374,-0.264046,0.002514,0.065137,0.000155,0.114486,-0.161879,-0.155418
33112,0.005713,0.063848,-0.007495,0.021450,0.115878,-0.027405,0.003153,0.064880,-0.001375,0.105182,-0.134103,-0.142617
33212,0.001807,0.067998,0.003980,-0.100687,-0.181832,0.033664,0.002884,0.065503,-0.000304,0.084595,-0.138876,-0.124989
33312,0.002295,0.066289,0.002515,-0.070153,0.047176,0.071832,0.002766,0.065660,0.000260,0.069121,-0.120271,-0.105307
33412,0.006689,0.066777,0.001538,0.036718,-0.105496,-0.042672,0.003551,0.065884,0.000516,0.065880,-0.118794,-0.099043
33512,-0.004541,0.066777,-0.003589,0.036718,0.047176,-0.080840,0.001933,0.066062,-0.000305,0.062964,-0.102197,-0.097223
33612,0.006445,0.066289,-0.001147,0.067252,0.009008,-0.042672,0.002835,0.066108,-0.000474,0.063393,-0.091076,-0.091768
33712,-0.003564,0.068486,0.000562,0.013817,0.016641,-0.073206,0.001555,0.066584,-0.000267,0.058435,-0.080304,-0.089912
33812,0.000830,0.069951,0.001782,0.036718,-0.029160,-0.119008,0.001410,0.067257,0.000143,0.056263,-0.075190,-0.092821
33912,0.001074,0.063115,-0.003101,0.006183,0.077710,0.110000,0.001343,0.066429,-0.000506,0.051255,-0.059900,-0.072539
34012,-0.001367,0.065312,-0.012378,0.036718,0.138779,-0.096107,0.000801,0.066205,-0.002880,0.049802,-0.040032,-0.074896
34112,0.001807,0.063848,0.006665,0.006183,0.031908,0.048931,0.001002,0.065734,-0.000971,0.045440,-0.032838,-0.062513
34212,0.006201,0.067998,-0.003345,0.013817,0.024275,-0.042672,0.002042,0.066187,-0.001446,0.042277,-0.027127,-0.060529
34312,-0.001367,0.068730,0.003247,-0.031985,-0.013893,-0.126641,0.001360,0.066695,-0.000507,0.034851,-0.025803,-0.067140
34412,0.001807,0.062627,0.004224,-0.062519,0.001374,0.018397,0.001449,0.065882,0.000439,0.025114,-0.023086,-0.058586
34512,0.003271,0.066289,-0.011157,-0.047252,0.161679,0.148168,0.001814,0.065963,-0.001880,0.017878,-0.004609,-0.037911
34612,-0.000635,0.063848,-0.007739,0.128321,0.039542,0.178702,0.001324,0.065540,-0.003052,0.028922,-0.000194,-0.016250
34712,0.003271,0.063848,0.003003,-0.070153,-0.013893,-0.088473,0.001714,0.065202,-0.001841,0.019014,-0.001564,-0.023472
34812,-0.003320,0.070684,0.003735,0.021450,-0.097863,0.026031,0.000707,0.066298,-0.000726,0.019258,-0.011194,-0.018522
34912,-0.002344,0.065557,-0.004565,0.135954,0.070076,-0.012137,0.000097,0.066150,-0.001494,0.030928,-0.003067,-0.017883
35012,0.004004,0.062139,0.003491,0.029084,-0.128397,-0.057939,0.000878,0.065348,-0.000497,0.030743,-0.015600,-0.021889
35112,-0.001123,0.064092,-0.002124,-0.009084,-0.082595,0.033664,0.000478,0.065096,-0.000822,0.026761,-0.022299,-0.016334
35212,0.000586,0.067754,0.001050,0.044351,-0.029160,-0.111374,0.000500,0.065628,-0.000448,0.028520,-0.022986,-0.025838
35312,0.005957,0.071172,-0.009692,-0.131221,-0.044428,0.026031,0.001591,0.066737,-0.002297,0.012546,-0.025130,-0.020651
35412,0.005469,0.065068,-0.006519,0.059618,0.115878,0.026031,0.002367,0.066403,-0.003141,0.017253,-0.011029,-0.015983
35512,0.000830,0.061406,-0.004810,0.074885,0.092977,0.064198,0.002059,0.065404,-0.003475,0.023016,-0.000628,-0.007965
35612,0.000586,0.063604,-0.003101,-0.031985,0.070076,0.003130,0.001765,0.065044,-0.003400,0.017516,0.006442,-0.006855
35712,0.000098,0.063848,-0.002856,-0.009084,-0.136031,0.071832,0.001431,0.064804,-0.003291,0.014856,-0.007805,0.001014
35812,0.003027,0.064580,-0.000659,-0.085420,0.100611,-0.096107,0.001750,0.064760,-0.002765,0.004828,0.003036,-0.008698
35912,0.008887,0.066777,-0.008472,-0.085420,0.108244,-0.027405,0.003178,0.065163,-0.003906,-0.004196,0.013557,-0.010569
36012,0.009375,0.065312,0.001782,-0.001450,0.016641,-0.065573,0.004417,0.065193,-0.002769,-0.003922,0.013866,-0.016069
36112,0.003027,0.065068,-0.005542,-0.016718,0.062443,0.003130,0.004139,0.065168,-0.003323,-0.005201,0.018723,-0.014150
36212,0.002051,0.072637,-0.004810,-0.184657,-0.105496,0.094733,0.003722,0.066662,-0.003620,-0.023147,0.006301,-0.003261
36312,0.007178,0.072148,-0.001147,-0.115954,0.016641,-0.004504,0.004413,0.067759,-0.003126,-0.032428,0.007335,-0.003386
36412,0.008643,0.063848,0.000317,0.013817,0.016641,-0.080840,0.005259,0.066977,-0.002437,-0.027803,0.008266,-0.011131
36512,0.001807,0.066533,-0.007495,-0.001450,-0.120763,0.041298,0.004568,0.066888,-0.003449,-0.025168,-0.004637,-0.005888
36612,0.003271,0.068486,-0.004321,-0.039618,-0.120763,-0.195344,0.004309,0.067208,-0.003623,-0.026613,-0.016250,-0.024834
36712,-0.000635,0.067021,0.001782,-0.085420,-0.036794,-0.012137,0.003320,0.067170,-0.002542,-0.032494,-0.018304,-0.023564
36812,0.008643,0.068242,-0.005786,-0.085420,0.169313,0.064198,0.004385,0.067385,-0.003191,-0.037786,0.000458,-0.014788
36912,0.003271,0.065312,0.000562,-0.154122,-0.090229,0.056565,0.004162,0.066970,-0.002440,-0.049420,-0.008611,-0.007652
37012,0.009131,0.069463,-0.007739,-0.001450,0.001374,-0.050305,0.005156,0.067469,-0.003500,-0.044623,-0.007613,-0.011918
37112,-0.005273,0.065312,-0.008228,0.044351,-0.097863,-0.088473,0.003070,0.067038,-0.004446,-0.035726,-0.016638,-0.019573
37212,0.004980,0.065312,-0.003833,-0.070153,0.169313,-0.057939,0.003452,0.066693,-0.004323,-0.039168,0.001957,-0.023410
37312,0.002539,0.065801,0.006665,0.021450,0.062443,-0.004504,0.003269,0.066514,-0.002126,-0.033106,0.008006,-0.021519
